Query,Match,HMDB,PubChem,ChEBI,KEGG,METLIN,SMILES,Comment
94897,NA,NA,NA,NA,NA,NA,NA,0
94898,NA,NA,NA,NA,NA,NA,NA,0
94899,NA,NA,NA,NA,NA,NA,NA,0
94900,NA,NA,NA,NA,NA,NA,NA,0
94901,NA,NA,NA,NA,NA,NA,NA,0
94902,NA,NA,NA,NA,NA,NA,NA,0
94903,NA,NA,NA,NA,NA,NA,NA,0
94904,NA,NA,NA,NA,NA,NA,NA,0
94905,NA,NA,NA,NA,NA,NA,NA,0
94906,NA,NA,NA,NA,NA,NA,NA,0
94907,NA,NA,NA,NA,NA,NA,NA,0
94908,NA,NA,NA,NA,NA,NA,NA,0
94909,NA,NA,NA,NA,NA,NA,NA,0
94910,NA,NA,NA,NA,NA,NA,NA,0
94911,NA,NA,NA,NA,NA,NA,NA,0
94912,NA,NA,NA,NA,NA,NA,NA,0
94913,NA,NA,NA,NA,NA,NA,NA,0
94914,NA,NA,NA,NA,NA,NA,NA,0
94915,NA,NA,NA,NA,NA,NA,NA,0
94916,NA,NA,NA,NA,NA,NA,NA,0
94917,NA,NA,NA,NA,NA,NA,NA,0
94918,NA,NA,NA,NA,NA,NA,NA,0
94919,NA,NA,NA,NA,NA,NA,NA,0
94920,NA,NA,NA,NA,NA,NA,NA,0
94921,NA,NA,NA,NA,NA,NA,NA,0
94922,NA,NA,NA,NA,NA,NA,NA,0
94889,NA,NA,NA,NA,NA,NA,NA,0
93410,NA,NA,NA,NA,NA,NA,NA,0
93411,NA,NA,NA,NA,NA,NA,NA,0
93412,NA,NA,NA,NA,NA,NA,NA,0
93413,NA,NA,NA,NA,NA,NA,NA,0
93414,NA,NA,NA,NA,NA,NA,NA,0
93415,"11,14-Eicosadienoic acid",HMDB0244372,3208,93415,NA,NA,CCCCCC=CCC=CCCCCCCCCCC(O)=O,1
93416,NA,NA,NA,NA,NA,NA,NA,0
93417,NA,NA,NA,NA,NA,NA,NA,0
93418,NA,NA,NA,NA,NA,NA,NA,0
93419,NA,NA,NA,NA,NA,NA,NA,0
93420,NA,NA,NA,NA,NA,NA,NA,0
93421,NA,NA,NA,NA,NA,NA,NA,0
93422,NA,NA,NA,NA,NA,NA,NA,0
93423,NA,NA,NA,NA,NA,NA,NA,0
93424,"2-(Furan-2-yl)-7-phenethyl-7H-pyrazolo[4,3-e][1,2,4]triazolo[1,5-c]pyrimidin-5-amine",HMDB0257545,176408,93424,NA,NA,NC1=NC2=C(C=NN2CCC2=CC=CC=C2)C2=NC(=NN12)C1=CC=CO1,1
93425,NA,NA,NA,NA,NA,NA,NA,0
93426,NA,NA,NA,NA,NA,NA,NA,0
94086,NA,NA,NA,NA,NA,NA,NA,0
94087,NA,NA,NA,NA,NA,NA,NA,0
94088,NA,NA,NA,NA,NA,NA,NA,0
94089,NA,NA,NA,NA,NA,NA,NA,0
94090,NA,NA,NA,NA,NA,NA,NA,0
94091,NA,NA,NA,NA,NA,NA,NA,0
94092,NA,NA,NA,NA,NA,NA,NA,0
94093,NA,NA,NA,NA,NA,NA,NA,0
94094,NA,NA,NA,NA,NA,NA,NA,0
94095,NA,NA,NA,NA,NA,NA,NA,0
94096,NA,NA,NA,NA,NA,NA,NA,0
94097,NA,NA,NA,NA,NA,NA,NA,0
94098,NA,NA,NA,NA,NA,NA,NA,0
94099,NA,NA,NA,NA,NA,NA,NA,0
94100,NA,NA,NA,NA,NA,NA,NA,0
94101,NA,NA,NA,NA,NA,NA,NA,0
94102,NA,NA,NA,NA,NA,NA,NA,0
94103,NA,NA,NA,NA,NA,NA,NA,0
94104,NA,NA,NA,NA,NA,NA,NA,0
94105,NA,NA,NA,NA,NA,NA,NA,0
94106,NA,NA,NA,NA,NA,NA,NA,0
94107,NA,NA,NA,NA,NA,NA,NA,0
94108,NA,NA,NA,NA,NA,NA,NA,0
94109,NA,NA,NA,NA,NA,NA,NA,0
94110,NA,NA,NA,NA,NA,NA,NA,0
94111,NA,NA,NA,NA,NA,NA,NA,0
94112,NA,NA,NA,NA,NA,NA,NA,0
94113,NA,NA,NA,NA,NA,NA,NA,0
94114,NA,NA,NA,NA,NA,NA,NA,0
94115,NA,NA,NA,NA,NA,NA,NA,0
94116,NA,NA,NA,NA,NA,NA,NA,0
94117,NA,NA,NA,NA,NA,NA,NA,0
94118,NA,NA,NA,NA,NA,NA,NA,0
94119,(2S)-2-[[[4-[[(2R)-2-amino-3-mercaptopropyl]amino]-2-phenylphenyl]-oxomethyl]amino]-4-(methylthio)butanoic acid,NA,NA,94119,NA,NA,NA,1
94120,NA,NA,NA,NA,NA,NA,NA,0
94121,NA,NA,NA,NA,NA,NA,NA,0
94122,NA,NA,NA,NA,NA,NA,NA,0
94123,NA,NA,NA,NA,NA,NA,NA,0
94124,NA,NA,NA,NA,NA,NA,NA,0
94125,NA,NA,NA,NA,NA,NA,NA,0
94126,NA,NA,NA,NA,NA,NA,NA,0
94127,NA,NA,NA,NA,NA,NA,NA,0
94129,NA,NA,NA,NA,NA,NA,NA,0
94130,NA,NA,NA,NA,NA,NA,NA,0
94131,NA,NA,NA,NA,NA,NA,NA,0
94132,NA,NA,NA,NA,NA,NA,NA,0
94133,NA,NA,NA,NA,NA,NA,NA,0
94134,NA,NA,NA,NA,NA,NA,NA,0
94135,NA,NA,NA,NA,NA,NA,NA,0
94136,NA,NA,NA,NA,NA,NA,NA,0
94137,NA,NA,NA,NA,NA,NA,NA,0
94138,NA,NA,NA,NA,NA,NA,NA,0
94139,NA,NA,NA,NA,NA,NA,NA,0
94140,NA,NA,NA,NA,NA,NA,NA,0
94141,NA,NA,NA,NA,NA,NA,NA,0
94142,NA,NA,NA,NA,NA,NA,NA,0
94085,NA,NA,NA,NA,NA,NA,NA,0
94143,NA,NA,NA,NA,NA,NA,NA,0
94959,NA,NA,NA,NA,NA,NA,NA,0
94960,NA,NA,NA,NA,NA,NA,NA,0
94961,NA,NA,NA,NA,NA,NA,NA,0
94962,NA,NA,NA,NA,NA,NA,NA,0
94963,NA,NA,NA,NA,NA,NA,NA,0
94964,(3s)-3-(Benzyloxy)-L-Aspartic Acid,HMDB0250058,4133412,94964,NA,NA,NC(C(OCC1=CC=CC=C1)C(O)=O)C(O)=O,1
94965,NA,NA,NA,NA,NA,NA,NA,0
94966,NA,NA,NA,NA,NA,NA,NA,0
94967,NA,NA,NA,NA,NA,NA,NA,0
94968,NA,NA,NA,NA,NA,NA,NA,0
94969,NA,NA,NA,NA,NA,NA,NA,0
94971,NA,NA,NA,NA,NA,NA,NA,0
94972,NA,NA,NA,NA,NA,NA,NA,0
94973,NA,NA,NA,NA,NA,NA,NA,0
94974,NA,NA,NA,NA,NA,NA,NA,0
94975,NA,NA,NA,NA,NA,NA,NA,0
94976,NA,NA,NA,NA,NA,NA,NA,0
94977,NA,NA,NA,NA,NA,NA,NA,0
94978,2-fluoro-hexadecanoic acid,NA,1560,94978,NA,NA,CCCCCCCCCCCCCCC(F)C(=O)O,1
94979,NA,NA,NA,NA,NA,NA,NA,0
94980,NA,NA,NA,NA,NA,NA,NA,0
94981,NA,NA,NA,NA,NA,NA,NA,0
94982,NA,NA,NA,NA,NA,NA,NA,0
94983,NA,NA,NA,NA,NA,NA,NA,0
94984,NA,NA,NA,NA,NA,NA,NA,0
94985,(E)-2-(3-(Naphthalen-2-yl)but-2-enamido)benzoic acid,HMDB0249179,53440640,94985,NA,NA,CC(=CC(=O)NC1=CC=CC=C1C(O)=O)C1=CC2=CC=CC=C2C=C1,1
94986,NA,NA,NA,NA,NA,NA,NA,0
94987,NA,NA,NA,NA,NA,NA,NA,0
94988,NA,NA,NA,NA,NA,NA,NA,0
94989,NA,NA,NA,NA,NA,NA,NA,0
94990,NA,NA,NA,NA,NA,NA,NA,0
94991,NA,NA,NA,NA,NA,NA,NA,0
94992,NA,NA,NA,NA,NA,NA,NA,0
94993,NA,NA,NA,NA,NA,NA,NA,0
94994,NA,NA,NA,NA,NA,NA,NA,0
94995,NA,NA,NA,NA,NA,NA,NA,0
94996,NA,NA,NA,NA,NA,NA,NA,0
94997,NA,NA,NA,NA,NA,NA,NA,0
94999,NA,NA,NA,NA,NA,NA,NA,0
95000,NA,NA,NA,NA,NA,NA,NA,0
95001,NA,NA,NA,NA,NA,NA,NA,0
95004,NA,NA,NA,NA,NA,NA,NA,0
95005,NA,NA,NA,NA,NA,NA,NA,0
95006,NA,NA,NA,NA,NA,NA,NA,0
95007,NA,NA,NA,NA,NA,NA,NA,0
95009,NA,NA,NA,NA,NA,NA,NA,0
95010,NA,NA,NA,NA,NA,NA,NA,0
95011,NA,NA,NA,NA,NA,NA,NA,0
95012,NA,NA,NA,NA,NA,NA,NA,0
95013,NA,NA,NA,NA,NA,NA,NA,0
95014,NA,NA,NA,NA,NA,NA,NA,0
95015,NA,NA,NA,NA,NA,NA,NA,0
95016,NA,NA,NA,NA,NA,NA,NA,0
95017,NA,NA,NA,NA,NA,NA,NA,0
95018,NA,NA,NA,NA,NA,NA,NA,0
95019,NA,NA,NA,NA,NA,NA,NA,0
95020,NA,NA,NA,NA,NA,NA,NA,0
95021,NA,NA,NA,NA,NA,NA,NA,0
95022,NA,NA,NA,NA,NA,NA,NA,0
95023,NA,NA,NA,NA,NA,NA,NA,0
95024,NA,NA,NA,NA,NA,NA,NA,0
94958,NA,NA,NA,NA,NA,NA,NA,0
93428,NA,NA,NA,NA,NA,NA,NA,0
93429,NA,NA,NA,NA,NA,NA,NA,0
93430,NA,NA,NA,NA,NA,NA,NA,0
93431,NA,NA,NA,NA,NA,NA,NA,0
93432,NA,NA,NA,NA,NA,NA,NA,0
93433,NA,NA,NA,NA,NA,NA,NA,0
93434,NA,NA,NA,NA,NA,NA,NA,0
93435,Scandenin,NA,54676535,93435,NA,NA,COc1c(CC=C(C)C)c2c(c3oc(=O)c(-c4ccc(O)cc4)c(O)c13)C=CC(C)(C)O2,1
93436,NA,NA,NA,NA,NA,NA,NA,0
93437,NA,NA,NA,NA,NA,NA,NA,0
93438,NA,NA,NA,NA,NA,NA,NA,0
93439,NA,NA,NA,NA,NA,NA,NA,0
93440,NA,NA,NA,NA,NA,NA,NA,0
93441,NA,NA,NA,NA,NA,NA,NA,0
93442,NA,NA,NA,NA,NA,NA,NA,0
93443,NA,NA,NA,NA,NA,NA,NA,0
93444,NA,NA,NA,NA,NA,NA,NA,0
93445,NA,NA,NA,NA,NA,NA,NA,0
93446,NA,NA,NA,NA,NA,NA,NA,0
93447,NA,NA,NA,NA,NA,NA,NA,0
93448,NA,NA,NA,NA,NA,NA,NA,0
93449,NA,NA,NA,NA,NA,NA,NA,0
93450,NA,NA,NA,NA,NA,NA,NA,0
93451,NA,NA,NA,NA,NA,NA,NA,0
93452,NA,NA,NA,NA,NA,NA,NA,0
93453,NA,NA,NA,NA,NA,NA,NA,0
93454,NA,NA,NA,NA,NA,NA,NA,0
93455,NA,NA,NA,NA,NA,NA,NA,0
93456,NA,NA,NA,NA,NA,NA,NA,0
93457,NA,NA,NA,NA,NA,NA,NA,0
93458,NA,NA,NA,NA,NA,NA,NA,0
93459,NA,NA,NA,NA,NA,NA,NA,0
93460,NA,NA,NA,NA,NA,NA,NA,0
93461,NA,NA,NA,NA,NA,NA,NA,0
93462,NA,NA,NA,NA,NA,NA,NA,0
93463,NA,NA,NA,NA,NA,NA,NA,0
93464,NA,NA,NA,NA,NA,NA,NA,0
93465,NA,NA,NA,NA,NA,NA,NA,0
93466,NA,NA,NA,NA,NA,NA,NA,0
93467,NA,NA,NA,NA,NA,NA,NA,0
93468,NA,NA,NA,NA,NA,NA,NA,0
93469,NA,NA,NA,NA,NA,NA,NA,0
93470,NA,NA,NA,NA,NA,NA,NA,0
93471,NA,NA,NA,NA,NA,NA,NA,0
93473,NA,NA,NA,NA,NA,NA,NA,0
93474,NA,NA,NA,NA,NA,NA,NA,0
93475,NA,NA,NA,NA,NA,NA,NA,0
93476,NA,NA,NA,NA,NA,NA,NA,0
93477,trequinsin,HMDB0259121,5537,93477,NA,NA,COC1=C(OC)C=C2C(CCN3C(=O)N(C)C(C=C23)=NC2=C(C)C=C(C)C=C2C)=C1,1
93478,NA,NA,NA,NA,NA,NA,NA,0
93479,NA,NA,NA,NA,NA,NA,NA,0
93480,NA,NA,NA,NA,NA,NA,NA,0
93481,NA,NA,NA,NA,NA,NA,NA,0
93482,NA,NA,NA,NA,NA,NA,NA,0
93483,NA,NA,NA,NA,NA,NA,NA,0
93484,NA,NA,NA,NA,NA,NA,NA,0
93427,NA,NA,NA,NA,NA,NA,NA,0
93485,NA,NA,NA,NA,NA,NA,NA,0
93486,NA,NA,NA,NA,NA,NA,NA,0
93487,NA,NA,NA,NA,NA,NA,NA,0
93488,NA,NA,NA,NA,NA,NA,NA,0
93489,NA,NA,NA,NA,NA,NA,NA,0
93490,NA,NA,NA,NA,NA,NA,NA,0
93491,NA,NA,NA,NA,NA,NA,NA,0
93492,NA,NA,NA,NA,NA,NA,NA,0
93493,NA,NA,NA,NA,NA,NA,NA,0
93494,NA,NA,NA,NA,NA,NA,NA,0
93495,NA,NA,NA,NA,NA,NA,NA,0
93496,NA,NA,NA,NA,NA,NA,NA,0
94144,NA,NA,NA,NA,NA,NA,NA,0
94145,NA,NA,NA,NA,NA,NA,NA,0
94146,NA,NA,NA,NA,NA,NA,NA,0
94147,NA,NA,NA,NA,NA,NA,NA,0
94148,NA,NA,NA,NA,NA,NA,NA,0
94149,NA,NA,NA,NA,NA,NA,NA,0
94150,NA,NA,NA,NA,NA,NA,NA,0
94151,NA,NA,NA,NA,NA,NA,NA,0
94152,NA,NA,NA,NA,NA,NA,NA,0
94153,NA,NA,NA,NA,NA,NA,NA,0
94154,NA,NA,NA,NA,NA,NA,NA,0
94155,NA,NA,NA,NA,NA,NA,NA,0
94156,NA,NA,NA,NA,NA,NA,NA,0
94157,NA,NA,NA,NA,NA,NA,NA,0
94158,NA,NA,NA,NA,NA,NA,NA,0
94159,NA,NA,NA,NA,NA,NA,NA,0
94160,NA,NA,NA,NA,NA,NA,NA,0
94161,NA,NA,NA,NA,NA,NA,NA,0
94162,NA,NA,NA,NA,NA,NA,NA,0
94163,NA,NA,NA,NA,NA,NA,NA,0
94164,NA,NA,NA,NA,NA,NA,NA,0
94165,NA,NA,NA,NA,NA,NA,NA,0
94166,NA,NA,NA,NA,NA,NA,NA,0
94167,NA,NA,NA,NA,NA,NA,NA,0
94168,NA,NA,NA,NA,NA,NA,NA,0
94169,NA,NA,NA,NA,NA,NA,NA,0
94170,NA,NA,NA,NA,NA,NA,NA,0
94171,NA,NA,NA,NA,NA,NA,NA,0
94172,NA,NA,NA,NA,NA,NA,NA,0
94173,NA,NA,NA,NA,NA,NA,NA,0
94174,NA,NA,NA,NA,NA,NA,NA,0
94175,NA,NA,NA,NA,NA,NA,NA,0
94176,NA,NA,NA,NA,NA,NA,NA,0
94177,NA,NA,NA,NA,NA,NA,NA,0
94178,NA,NA,NA,NA,NA,NA,NA,0
94179,NA,NA,NA,NA,NA,NA,NA,0
94180,NA,NA,NA,NA,NA,NA,NA,0
94181,NA,NA,NA,NA,NA,NA,NA,0
94182,NA,NA,NA,NA,NA,NA,NA,0
94183,NA,NA,NA,NA,NA,NA,NA,0
94184,NA,NA,NA,NA,NA,NA,NA,0
94185,NA,NA,NA,NA,NA,NA,NA,0
94188,NA,NA,NA,NA,NA,NA,NA,0
94189,NA,NA,NA,NA,NA,NA,NA,0
94190,NA,NA,NA,NA,NA,NA,NA,0
94192,NA,NA,NA,NA,NA,NA,NA,0
94193,NA,NA,NA,NA,NA,NA,NA,0
94194,NA,NA,NA,NA,NA,NA,NA,0
94195,NA,NA,NA,NA,NA,NA,NA,0
94196,NA,NA,NA,NA,NA,NA,NA,0
94197,NA,NA,NA,NA,NA,NA,NA,0
94198,NA,NA,NA,NA,NA,NA,NA,0
94199,NA,NA,NA,NA,NA,NA,NA,0
94200,NA,NA,NA,NA,NA,NA,NA,0
94201,NA,NA,NA,NA,NA,NA,NA,0
94202,NA,NA,NA,NA,NA,NA,NA,0
94203,NA,NA,NA,NA,NA,NA,NA,0
94204,NA,NA,NA,NA,NA,NA,NA,0
94205,NA,NA,NA,NA,NA,NA,NA,0
94206,NA,NA,NA,NA,NA,NA,NA,0
94207,NA,NA,NA,NA,NA,NA,NA,0
94209,NA,NA,NA,NA,NA,NA,NA,0
94210,NA,NA,NA,NA,NA,NA,NA,0
94211,NA,NA,NA,NA,NA,NA,NA,0
94212,NA,NA,NA,NA,NA,NA,NA,0
94213,NA,NA,NA,NA,NA,NA,NA,0
94214,NA,NA,NA,NA,NA,NA,NA,0
94215,NA,NA,NA,NA,NA,NA,NA,0
94216,NA,NA,NA,NA,NA,NA,NA,0
94217,NA,NA,NA,NA,NA,NA,NA,0
94218,NA,NA,NA,NA,NA,NA,NA,0
94219,NA,NA,NA,NA,NA,NA,NA,0
94220,NA,NA,NA,NA,NA,NA,NA,0
94221,NA,NA,NA,NA,NA,NA,NA,0
94222,NA,NA,NA,NA,NA,NA,NA,0
94223,NA,NA,NA,NA,NA,NA,NA,0
94224,NA,NA,NA,NA,NA,NA,NA,0
94225,NA,NA,NA,NA,NA,NA,NA,0
94226,NA,NA,NA,NA,NA,NA,NA,0
94227,NA,NA,NA,NA,NA,NA,NA,0
94228,NA,NA,NA,NA,NA,NA,NA,0
94229,NA,NA,NA,NA,NA,NA,NA,0
94230,NA,NA,NA,NA,NA,NA,NA,0
94231,NA,NA,NA,NA,NA,NA,NA,0
94232,NA,NA,NA,NA,NA,NA,NA,0
94233,NA,NA,NA,NA,NA,NA,NA,0
94234,NA,NA,NA,NA,NA,NA,NA,0
94235,NA,NA,NA,NA,NA,NA,NA,0
94236,NA,NA,NA,NA,NA,NA,NA,0
94237,NA,NA,NA,NA,NA,NA,NA,0
94238,NA,NA,NA,NA,NA,NA,NA,0
94239,NA,NA,NA,NA,NA,NA,NA,0
94240,NA,NA,NA,NA,NA,NA,NA,0
94241,NA,NA,NA,NA,NA,NA,NA,0
94242,NA,NA,NA,NA,NA,NA,NA,0
94243,NA,NA,NA,NA,NA,NA,NA,0
94244,NA,NA,NA,NA,NA,NA,NA,0
94245,NA,NA,NA,NA,NA,NA,NA,0
94246,NA,NA,NA,NA,NA,NA,NA,0
94247,NA,NA,NA,NA,NA,NA,NA,0
94248,NA,NA,NA,NA,NA,NA,NA,0
94249,NA,NA,NA,NA,NA,NA,NA,0
94250,NA,NA,NA,NA,NA,NA,NA,0
94251,NA,NA,NA,NA,NA,NA,NA,0
94252,NA,NA,NA,NA,NA,NA,NA,0
94253,NA,NA,NA,NA,NA,NA,NA,0
94254,NA,NA,NA,NA,NA,NA,NA,0
94255,NA,NA,NA,NA,NA,NA,NA,0
94256,NA,NA,NA,NA,NA,NA,NA,0
94257,NA,NA,NA,NA,NA,NA,NA,0
94258,NA,NA,NA,NA,NA,NA,NA,0
94923,NA,NA,NA,NA,NA,NA,NA,0
94924,NA,NA,NA,NA,NA,NA,NA,0
94925,NA,NA,NA,NA,NA,NA,NA,0
94926,NA,NA,NA,NA,NA,NA,NA,0
94927,NA,NA,NA,NA,NA,NA,NA,0
94259,NA,NA,NA,NA,NA,NA,NA,0
94260,NA,NA,NA,NA,NA,NA,NA,0
94261,NA,NA,NA,NA,NA,NA,NA,0
94262,NA,NA,NA,NA,NA,NA,NA,0
94263,NA,NA,NA,NA,NA,NA,NA,0
94264,NA,NA,NA,NA,NA,NA,NA,0
94265,NA,NA,NA,NA,NA,NA,NA,0
94266,NA,NA,NA,NA,NA,NA,NA,0
94268,NA,NA,NA,NA,NA,NA,NA,0
94269,NA,NA,NA,NA,NA,NA,NA,0
94270,NA,NA,NA,NA,NA,NA,NA,0
94271,NA,NA,NA,NA,NA,NA,NA,0
94272,NA,NA,NA,NA,NA,NA,NA,0
94273,NA,NA,NA,NA,NA,NA,NA,0
94274,NA,NA,NA,NA,NA,NA,NA,0
94275,NA,NA,NA,NA,NA,NA,NA,0
94276,NA,NA,NA,NA,NA,NA,NA,0
94277,NA,NA,NA,NA,NA,NA,NA,0
94278,NA,NA,NA,NA,NA,NA,NA,0
94279,NA,NA,NA,NA,NA,NA,NA,0
94280,NA,NA,NA,NA,NA,NA,NA,0
94281,NA,NA,NA,NA,NA,NA,NA,0
94282,NA,NA,NA,NA,NA,NA,NA,0
94283,NA,NA,NA,NA,NA,NA,NA,0
94284,NA,NA,NA,NA,NA,NA,NA,0
94285,NA,NA,NA,NA,NA,NA,NA,0
94286,NA,NA,NA,NA,NA,NA,NA,0
94289,NA,NA,NA,NA,NA,NA,NA,0
94290,NA,NA,NA,NA,NA,NA,NA,0
94291,NA,NA,NA,NA,NA,NA,NA,0
94292,NA,NA,NA,NA,NA,NA,NA,0
94293,NA,NA,NA,NA,NA,NA,NA,0
94294,NA,NA,NA,NA,NA,NA,NA,0
94295,NA,NA,NA,NA,NA,NA,NA,0
94296,NA,NA,NA,NA,NA,NA,NA,0
94297,NA,NA,NA,NA,NA,NA,NA,0
94298,NA,NA,NA,NA,NA,NA,NA,0
94299,NA,NA,NA,NA,NA,NA,NA,0
94300,NA,NA,NA,NA,NA,NA,NA,0
94302,NA,NA,NA,NA,NA,NA,NA,0
94303,NA,NA,NA,NA,NA,NA,NA,0
94304,NA,NA,NA,NA,NA,NA,NA,0
94305,NA,NA,NA,NA,NA,NA,NA,0
94306,NA,NA,NA,NA,NA,NA,NA,0
94307,NA,NA,NA,NA,NA,NA,NA,0
94308,NA,NA,NA,NA,NA,NA,NA,0
94309,NA,NA,NA,NA,NA,NA,NA,0
94312,NA,NA,NA,NA,NA,NA,NA,0
94313,NA,NA,NA,NA,NA,NA,NA,0
94314,NA,NA,NA,NA,NA,NA,NA,0
94315,NA,NA,NA,NA,NA,NA,NA,0
94316,NA,NA,NA,NA,NA,NA,NA,0
94317,NA,NA,NA,NA,NA,NA,NA,0
94318,Genipin,HMDB0035830,23340,94318,C09780,NA,COC(=O)C1=COC(O)C2C1CC=C2CO,1
94319,NA,NA,NA,NA,NA,NA,NA,0
94321,NA,NA,NA,NA,NA,NA,NA,0
94322,NA,NA,NA,NA,NA,NA,NA,0
94323,NA,NA,NA,NA,NA,NA,NA,0
94324,NA,NA,NA,NA,NA,NA,NA,0
95025,NA,NA,NA,NA,NA,NA,NA,0
95026,NA,NA,NA,NA,NA,NA,NA,0
95027,NA,NA,NA,NA,NA,NA,NA,0
95028,NA,NA,NA,NA,NA,NA,NA,0
95030,NA,NA,NA,NA,NA,NA,NA,0
95031,NA,NA,NA,NA,NA,NA,NA,0
95032,ICG-001,NA,11238147,95032,NA,NA,NA,1
95033,NA,NA,NA,NA,NA,NA,NA,0
95034,NA,NA,NA,NA,NA,NA,NA,0
95035,NA,NA,NA,NA,NA,NA,NA,0
95036,NA,NA,NA,NA,NA,NA,NA,0
95037,NA,NA,NA,NA,NA,NA,NA,0
95038,NA,NA,NA,NA,NA,NA,NA,0
95039,NA,NA,NA,NA,NA,NA,NA,0
95040,NA,NA,NA,NA,NA,NA,NA,0
95041,NA,NA,NA,NA,NA,NA,NA,0
95042,NA,NA,NA,NA,NA,NA,NA,0
95043,NA,NA,NA,NA,NA,NA,NA,0
95044,NA,NA,NA,NA,NA,NA,NA,0
95045,NA,NA,NA,NA,NA,NA,NA,0
95046,NA,NA,NA,NA,NA,NA,NA,0
95047,NA,NA,NA,NA,NA,NA,NA,0
95048,NA,NA,NA,NA,NA,NA,NA,0
95049,4-[2-(2-chloro-4-fluoroanilino)-5-methyl-4-pyrimidinyl]-N-[(1S)-1-(3-chlorophenyl)-2-hydroxyethyl]-1H-pyrrole-2-carboxamide,NA,NA,95049,NA,NA,NA,1
95050,NA,NA,NA,NA,NA,NA,NA,0
95051,NA,NA,NA,NA,NA,NA,NA,0
95052,NA,NA,NA,NA,NA,NA,NA,0
95053,NA,NA,NA,NA,NA,NA,NA,0
95054,NA,NA,NA,NA,NA,NA,NA,0
95055,NA,NA,NA,NA,NA,NA,NA,0
95056,NA,NA,NA,NA,NA,NA,NA,0
95057,NA,NA,NA,NA,NA,NA,NA,0
95058,NA,NA,NA,NA,NA,NA,NA,0
95059,NA,NA,NA,NA,NA,NA,NA,0
95061,NA,NA,NA,NA,NA,NA,NA,0
95063,NA,NA,NA,NA,NA,NA,NA,0
95064,NA,NA,NA,NA,NA,NA,NA,0
95066,NA,NA,NA,NA,NA,NA,NA,0
95067,NA,NA,NA,NA,NA,NA,NA,0
95068,NA,NA,NA,NA,NA,NA,NA,0
95069,NA,NA,NA,NA,NA,NA,NA,0
95070,N-[4-Chloro-3-(trifluoromethyl)phenyl]-2-ethoxybenzamide,HMDB0255036,729859,95070,NA,NA,CCOC1=CC=CC=C1C(=O)NC1=CC(=C(Cl)C=C1)C(F)(F)F,1
95072,NA,NA,NA,NA,NA,NA,NA,0
95075,NA,NA,NA,NA,NA,NA,NA,0
95076,NA,NA,NA,NA,NA,NA,NA,0
95077,NA,NA,NA,NA,NA,NA,NA,0
95079,NA,NA,NA,NA,NA,NA,NA,0
95081,NA,NA,NA,NA,NA,NA,NA,0
95084,NA,NA,NA,NA,NA,NA,NA,0
95085,NA,NA,NA,NA,NA,NA,NA,0
95086,NA,NA,NA,NA,NA,NA,NA,0
95087,NA,NA,NA,NA,NA,NA,NA,0
95088,NA,NA,NA,NA,NA,NA,NA,0
95089,NA,NA,NA,NA,NA,NA,NA,0
95091,NA,NA,NA,NA,NA,NA,NA,0
93497,NA,NA,NA,NA,NA,NA,NA,0
93498,NA,NA,NA,NA,NA,NA,NA,0
93499,NA,NA,NA,NA,NA,NA,NA,0
93500,NA,NA,NA,NA,NA,NA,NA,0
93501,NA,NA,NA,NA,NA,NA,NA,0
93502,NA,NA,NA,NA,NA,NA,NA,0
93503,NA,NA,NA,NA,NA,NA,NA,0
93504,NA,NA,NA,NA,NA,NA,NA,0
93505,NA,NA,NA,NA,NA,NA,NA,0
93506,NA,NA,NA,NA,NA,NA,NA,0
93507,NA,NA,NA,NA,NA,NA,NA,0
93508,NA,NA,NA,NA,NA,NA,NA,0
93509,NA,NA,NA,NA,NA,NA,NA,0
93510,NA,NA,NA,NA,NA,NA,NA,0
93511,NA,NA,NA,NA,NA,NA,NA,0
93512,NA,NA,NA,NA,NA,NA,NA,0
93513,NA,NA,NA,NA,NA,NA,NA,0
93514,NA,NA,NA,NA,NA,NA,NA,0
93515,NA,NA,NA,NA,NA,NA,NA,0
93516,NA,NA,NA,NA,NA,NA,NA,0
93517,Olvanil,HMDB0255961,42760,93517,NA,NA,CCCCCCCCC=CCCCCCCCC(=O)NCC1=CC(OC)=C(O)C=C1,1
93518,NA,NA,NA,NA,NA,NA,NA,0
93519,"N-(5-(5-(2,4-Dioxo-1,3,8-triazaspiro[4.5]decan-8-yl)pentanoyl)-2,4-dimethoxyphenyl)-4-(trifluoromethyl)benzenesulfonamide",HMDB0257336,3693566,93519,NA,NA,COC1=CC(OC)=C(NS(=O)(=O)C2=CC=C(C=C2)C(F)(F)F)C=C1C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O,1
93520,NA,NA,NA,NA,NA,NA,NA,0
93521,NA,NA,NA,NA,NA,NA,NA,0
93522,NA,NA,NA,NA,NA,NA,NA,0
93523,NA,NA,NA,NA,NA,NA,NA,0
93524,NA,NA,NA,NA,NA,NA,NA,0
93525,NA,NA,NA,NA,NA,NA,NA,0
93526,NA,NA,NA,NA,NA,NA,NA,0
93527,NA,NA,NA,NA,NA,NA,NA,0
93528,NA,NA,NA,NA,NA,NA,NA,0
93529,NA,NA,NA,NA,NA,NA,NA,0
93530,NA,NA,NA,NA,NA,NA,NA,0
93531,NA,NA,NA,NA,NA,NA,NA,0
93533,NA,NA,NA,NA,NA,NA,NA,0
